tokenId,name,image_url,json_url,size,relatedProject,creator,maxClaimed,price,EXP,RevealDate
100001,Blank,https://www.arweave.net/pM8nhdClpSVI7XNCCHyxkpQkvUT9ygz2hduJ-cBeT3Q?ext=png,https://www.arweave.net/EhWrCXYjYvpEQ-00lqFWYUmO-Bvd-e5bokzACstaU9Q,"[8,8,0]",,eBoy,999999999,0,0,2022/11/11
100002,Cali,https://www.arweave.net/h5pMCfP4-bsEsORpjHglm7Begmjt6Iu3z26W1tmvWA4?ext=png,https://www.arweave.net/0VSQ8AK4S0VmdqFX4g1uE0YeioyRKjSy60RRBSFVjUQ,"[8,8,0]",,eBoy,999999999,2,0,2022/11/11
100003,Checkerscali,https://www.arweave.net/-nt9c-qp3uOwPPs28kESFzzS5T_Jg-m01KpdynlR8Us?ext=png,https://www.arweave.net/xSikpAEXU9sxKlTgJqdxDk6Qtoen8AXDaA018w8ox3Y,"[8,8,0]",,eBoy,999999999,2,0,2022/11/11
100004,Checkmate,https://www.arweave.net/oQ9pVlnd8NdXIBzi7uo2RIp8MjREbrnWw_wg16F6-is?ext=png,https://www.arweave.net/S1AZKT5H3UcrAFD2AmYFCjKLLDQOe7uyaM4JCfedNyM,"[8,8,0]",,eBoy,999999999,3,0,2022/11/11
100005,Cobbleshindle,https://www.arweave.net/76dR_npa3hSyQQOKAnEA7I4IKMBSnUjGqjc-DFQ3LE4?ext=png,https://www.arweave.net/RNd5Lwd2gfb2vAJk8jbUqqg8KRcU990qyAg3u3gJ_iA,"[8,8,0]",,eBoy,999999999,3,0,2022/11/11
100006,Crossdirt,https://www.arweave.net/woOhzx4yAZRpCXahmAjdrri6XJB0qn_dJptOlQJ6uLk?ext=png,https://www.arweave.net/rfFYmeBi50FaZH90sjLGq2vF96GO24JzxF9b-J-N4eQ,"[8,8,0]",,eBoy,999999999,2,0,2022/11/11
100007,Grid,https://www.arweave.net/33xOqLObpDyCbPUVvVxSY0-1JB70_0ShmfOwJH4eIuc?ext=png,https://www.arweave.net/M1PrAFU7iaipLmoni3WQGd95IqlfrkiaK-wjIn0-ayo,"[8,8,0]",,eBoy,999999999,2,0,2022/11/11
100008,Highwaynevada,https://www.arweave.net/8v3ctJQ07cRPi0FbE_qlWSi1xp9alu4HRZCxR8BvbEg?ext=png,https://www.arweave.net/An74FUI-JtjoDNsMHRLxfUGPP0qSpfSvtSrHHfUF4Rs,"[8,8,0]",,eBoy,999999999,3,0,2022/11/11
100009,Intersection,https://www.arweave.net/9JjilnVNzLqjXYUugQam9GA6n6u0RM7r5TbnzUH5lMA?ext=png,https://www.arweave.net/kqU9BeM6k3w_DptOR0PoOFx30gG3YmTCR8r8m7JfZuc,"[8,8,0]",,eBoy,999999999,3,0,2022/11/11
100010,Picnicmime,https://www.arweave.net/K34Fr60Z5cdy8B6F1QkDvOMKTVQUgwTdguGpCNMJ58g?ext=png,https://www.arweave.net/jvy30-4_mNWxJNPjJs8rmLjaW_l1jgyXCN-0M_7TYqI,"[8,8,0]",,eBoy,999999999,2,0,2022/11/11
100011,Procomp,https://www.arweave.net/H2E8CP-AZ51UWcwnxv-mGqbcUC4I3rfQfbr98fHzN0c?ext=png,https://www.arweave.net/oS5hjQqW6WFRjBtuDSEgKpH83bhhfS6bMKJDwxD5J_Y,"[8,8,0]",,eBoy,999999999,2,0,2022/11/11
100012,Softone,https://www.arweave.net/CM-EDWerDlRIv7lKYqYDeEOVxiCcLZfh39CwEwZccXs?ext=png,https://www.arweave.net/8kNsioBxDXaCssRbdR4WTbzIkJ-WWomwpSziJ_H1NP4,"[8,8,0]",,eBoy,999999999,2,0,2022/11/11
100013,Softtwo,https://www.arweave.net/lz83mD2-T_r97cq7GudlLZiZQf54cfQ8pLIgnPB7lJY?ext=png,https://www.arweave.net/g-eEVdGUUBHLtT0fqW3dGwACenVUR7rbW7_YiyAfFxY,"[8,8,0]",,eBoy,999999999,2,0,2022/11/11
100014,Toyfour,https://www.arweave.net/hLqdptu_7xmiPboR_m7VZvRrHoJvWfs2_jJkNQjnHCM?ext=png,https://www.arweave.net/afg3gkRreAnlpF7w3lPgQeuI_MO9QNu75xul80Terow,"[8,8,0]",,eBoy,999999999,3,0,2022/11/11
100015,Curve,https://www.arweave.net/8f1cebTmj2dQ-riHnVo56OF1uO45it56zBbx9M7AiEc?ext=png,https://www.arweave.net/ZblAGQjU4tvJtAVVKSQ0BGltNETMeAXtuspYNZptRjE,"[8,8,0]",,eBoy,999999999,2,0,2022/11/11
100016,Teal,https://www.arweave.net/1I8irb-LgdcwB2LZjLkUV1NA-fEv1B5yZLd11OYO1HU?ext=png,https://www.arweave.net/HAm-6GHIBBeDWbuz2doRiedQ2w5QQ7g9au9x0uyHOJs,"[8,8,0]",,eBoy,999999999,2,0,2022/11/11
100101,DJ Floor,https://www.arweave.net/6tEPiba_MFHRcCNq31M7XrSaCiJyEJq-xWEubimThoo?ext=png,https://www.arweave.net/IrppfAn1vtjg49qojVtO4CuNLYc4DVb39vK9anRYvJM,"[8,8,0]",,eBoy,999999999,5,0,2023/02/28,5000000000000000000
100201,Noun Logo,https://www.arweave.net/Ok2WcIvF0usnST1vUkw84IH3jhgUIPmnwnEiB2cj07s?ext=png,https://www.arweave.net/iESzwhX4MJSKYJUvpjwSUWrf_NlPSsmU-pACrd1Y3P4,"[8,8,0]",,eBoy,999999999,5,0,2023/02/14,5000000000000000000
100301,PlanetGC,https://www.arweave.net/HYVNYcN8TAFiN9buhwNImZGe6ZTUp83oY3PZqxXqk8w?ext=png,https://www.arweave.net/R_CVQFc2fChhASMrS4TKMC0DcObhFeqdVK5moL9rYN4,"[8,8,0]",,eBoy,999999999,3,0,2023/01/03,3000000000000000000
100601,Circuit Meadow,https://www.arweave.net/PZNAY_XjKJRCZpbO6lV2F3PLCEMSG77M1HQMYTsXR_A?ext=png,https://www.arweave.net/mhZDM7udOiUsdkTb3aV2MJ-YtpciTWVuQVlOLLoMVsM,"[8,8,0]",,eBoy,999999999,3,0,2022/11/11
100701,Alpha Paint,https://www.arweave.net/vpbuArM2k6AMGt1viYGRqpe6LRqskHJi0ZkcJPdq3ik?ext=png,https://www.arweave.net/ddO0UPA2pRBhGkI5eXxxi7TNhg1BUhi3OVZGoQvu5kY,"[8,8,0]",,eBoy,999999999,2,0,2022/12/16,2000000000000000000
100901,ENS,https://www.arweave.net/45HtREH6mfHPn0nOW4HgxYVbqhQXrsl33dI71kX25U4?ext=png,https://www.arweave.net/WbJNA-o-xBnsn1QRZM8XY-Nyj4HxGdxHAaM_IeMfpG4,"[8,8,0]",,eBoy,999999999,5,0,2022/12/09,5000000000000000000
199901,DEBUG - Grid,https://www.arweave.net/t34rtp6uEx5sX92jMP6a4-Z5Fe1dXPphtKSzjkwBQh8?ext=png,https://www.arweave.net/ijTnayKAJDRVxsu7CyK03alh1FhlKIyP4iA2RBGYd90,"[8,8,0]",,eBoy,999999999,0,0,2022/11/11
199902,DEBUG - Vertical,https://www.arweave.net/_6KFlTBoxXE4_DlolZMvbgwzEIKhlZ2bRVO2fu3I3ss?ext=png,https://www.arweave.net/SK97inw1jTY1HuqfucB4iK_fLGn4dqM9L1rZ3XnHwIA,"[8,8,0]",,eBoy,999999999,0,0,2022/11/11
